Time	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992
atmospheric CFC 11 releases	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.3	0.6	1.3	2.3	3.8	5.5	7.6	11	15	18.6	23	28.7	32.2	30.2	30.9	40.5	52.1	65.4	80	95	108.3	121.3	137.6	156.8	181.9	206.6	226.9	255.8	292.4	321.4	310.9	316.7	303.9	283.6	263.7	250.8	248.2	239.5	252.8	271.1	280.8	295.1	310.6	314.5	265.2	216.1	188.3	171.1
